FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,CAPACITY
10006098,SEWARD COUNTY JAIL,261 SOUTH 8TH STREET,SEWARD,NE,68434,COUNTY,OPEN,16,SEWARD,31159,USA,58
10003438,HAMILTON COUNTY WOODBURN AVENUE FACILITY / TURNING POINT,2605 WOODBURN AVE,CINCINNATI,OH,45206,COUNTY,OPEN,-999,HAMILTON,39061,USA,60
10002968,OREGON STATE PENITENTIARY,2605 STATE ST,SALEM,OR,97310,STATE,OPEN,2109,MARION,41047,USA,2194
10006588,NORTH DAKOTA STATE HOSPITAL - TOMPKINS REHABILITATION AND CORRECTIONS CENTER,2605 CIRCLE DRIVE,JAMESTOWN,ND,58401,STATE,OPEN,102,STUTSMAN,38093,USA,90
10004589,CITRUS COUNTY DETENTION FACILITY,2604 WEST WOODLAND RIDGE DRIVE,LECANTO,FL,34461,MULTI,OPEN,502,CITRUS,12017,USA,760
10002812,BILL LOGUE JUVENILE JUSTICE CENTER,2601 GHOLSON RD,WACO,TX,76704,COUNTY,OPEN,-999,MCLENNAN,48309,USA,80
10005602,LAKE COUNTY SHERIFF MALE WRC,2600 WEST 93RD AVENUE,CROWN POINT,IN,46307,COUNTY,OPEN,-999,LAKE,18089,USA,150
10005601,KIMBROUGH WORK PROGRAM,2600 WEST 93RD AVENUE,CROWN POINT,IN,46307,COUNTY,OPEN,-999,LAKE,18089,USA,-999
10005603,LAKE COUNTY SHERIFF FEMALE WRC,2600 WEST 93RD AVENUE,CROWN POINT,IN,46307,COUNTY,OPEN,-999,LAKE,18089,USA,25
10000658,FCI PEKIN,2600 SOUTH 2ND STREET,PEKIN,IL,61554,FEDERAL,OPEN,1010,TAZEWELL,17179,USA,1010
10000659,FCI PEKIN CAMP,2600 SOUTH 2ND STREET,PEKIN,IL,61554,FEDERAL,OPEN,270,TAZEWELL,17179,USA,270
10001239,MCLAUGHLIN YOUTH CENTER,2600 PROVIDENCE DR,ANCHORAGE,AK,99508,STATE,OPEN,23,ANCHORAGE,2020,USA,110
10000642,DIXON CORRECTIONAL CENTER,2600 NORTH BRINTON AVENUE,DIXON,IL,61021,STATE,OPEN,2051,LEE,17103,USA,2529
10002750,HENRY WADE JUVENILE JUSTICE CENTER,2600 LONE STAR DR,DALLAS,TX,75212,COUNTY,OPEN,295,DALLAS,48113,USA,322
10000320,FCI JESUP,2600 HIGHWAY 301 SOUTH,JESUP,GA,31599,FEDERAL,OPEN,980,WAYNE,13305,USA,744
10006195,FCI JESUP CAMP,2600 HIGHWAY 301 SOUTH,JESUP,GA,31599,FEDERAL,OPEN,150,WAYNE,13305,USA,128
10000319,FSL JESUP,2600 HIGHWAY 301 SOUTH,JESUP,GA,31599,FEDERAL,OPEN,399,WAYNE,13305,USA,1636
10006698,CAMP WILMONT SWEENEY,2600 FAIRMONT DR,SAN LEANDRO,CA,94578,COUNTY,OPEN,-999,ALAMEDA,6001,USA,50
10006639,OREGON STATE HOSPITAL - SALEM,2600 CENTER STREET NE,SALEM,OR,97301,STATE,OPEN,-999,MARION,41047,USA,620
10005133,WASHINGTON COUNTY COMMUNITY CORRECTIONS CENTER,260 SOUTHWEST ADAMS AVENUE,HILLSBORO,OR,97123,COUNTY,OPEN,-999,WASHINGTON,41067,USA,215
10001535,RIVERSIDE COUNTY BLYTHE JAIL,260 NORTH SPRING STREET,BLYTHE,CA,92225,COUNTY,OPEN,110,RIVERSIDE,6065,USA,-999
10006987,CANYON VIEW COMMUNITY FACILITY,260 N. GEORGIA AVENUE,EAST WENATCHEE,WA,98802,STATE,OPEN,-999,DOUGLAS,53017,USA,-999
10001915,WOODSIDE JUVENILE REHABILITATION CENTER,26 WOODSIDE DR E,COLCHESTER,VT,5446,STATE,OPEN,5,CHITTENDEN,50007,USA,30
10005031,OXFORD COUNTY HOLDING FACILITY,26 WESTERN AVENUE,SOUTH PARIS,ME,4281,COUNTY,OPEN,10,OXFORD,23017,USA,-999
10004456,ELBERT COUNTY DETENTION,26 WEST CHURCH STREET,ELBERTON,GA,30635,COUNTY,OPEN,104,ELBERT,13105,USA,117
10005037,LEWIS COUNTY JAIL,26 RAILROAD STREET,VANCEBURG,KY,41179,COUNTY,OPEN,79,LEWIS,21135,USA,72
10001498,ORLEANS COUNTY JAIL,26 PLATT ST,ALBION,NY,14411,COUNTY,OPEN,67,ORLEANS,36073,USA,82
10000317,MILAN YOUTH DEVELOPMENT CAMPUS,26 PICKERTON STREET,MILAN,GA,31060,STATE,OPEN,126,TELFAIR,13271,USA,150
10003778,SAN MIGUEL COUNTY DETENTION CENTER,26 NEW MEXICO 283,LAS VEGAS,NM,87701,COUNTY,OPEN,72,SAN MIGUEL,35047,USA,150
10003793,OTERO COUNTY PROCESSING CENTER,26 MCGREGOR RANGE RD,CHAPARRAL,NM,88081,FEDERAL,OPEN,-999,OTERO,35035,USA,1089
10001405,PLYMOUTH COUNTY CORRECTIONAL FACILITY,26 LONG POND RD,PLYMOUTH,MA,2360,COUNTY,OPEN,1069,PLYMOUTH,25023,USA,1140
10001065,INDIANA WOMEN'S PRISON,2596 GIRLS SCHOOL ROAD,INDIANAPOLIS,IN,46214,STATE,OPEN,609,MARION,18097,USA,2300
10001203,TARRANT CITY JAIL,2593 COMMERCE CIRCLE,TARRANT,AL,35217,LOCAL,OPEN,-999,JEFFERSON,1073,USA,-999
10000901,FENNER CANYON CONSERVATION CAMP #41,25900 BIG ROCK CREEK ROAD,VALYERMO,CA,93563,STATE,OPEN,94,LOS ANGELES,6037,USA,136
10001529,SANTA CRUZ COUNTY MAIN JAIL,259 WATER STREET,SANTA CRUZ,CA,95060,COUNTY,OPEN,392,SANTA CRUZ,6087,USA,311
10000808,JOHN LATORRACA CORRECTIONAL FACILITY,2584 WEST SANDY MUSH ROAD,EL NIDO,CA,95317,COUNTY,OPEN,461,MERCED,6047,USA,-999
10003265,ROCKBRIDGE COUNTY REGIONAL JAIL,258 GREENHOUSE RD,LEXINGTON,VA,24450,COUNTY,OPEN,-999,ROCKBRIDGE,51163,USA,-999
10003756,KOTZEBUE REGIONAL JAIL,258 FOURTH AVE D,KOTZEBUE,AK,99752,LOCAL,OPEN,-999,NORTHWEST ARCTIC,2188,USA,12
10000525,FORT MYERS WORK CAMP,2575 ORTIZ AVE,FORT MYERS,FL,33994,STATE,OPEN,115,LEE,12071,USA,-999
10001776,MAURY CORRECTIONAL INSTITUTION,2568 MOORE ROUSE RD,HOOKERTON,NC,28538,STATE,OPEN,1258,GREENE,37079,USA,1504
10001413,FULTON COUNTY ANNEX JAIL,2565 OLD MILTON PKWY,ALPHARETTA,GA,30004,COUNTY,OPEN,-999,FULTON,13121,USA,-999
10000417,UNION CORRECTIONAL INSTITUTION,25636 NE SR-16,RAIFORD,FL,32083,STATE,OPEN,1525,UNION,12125,USA,2172
10005849,WATKINS MILL PARK CAMP,25610 PARK ROAD NORTH,LAWSON,MO,64062,STATE,OPEN,64,CLAY,29047,USA,60
10005076,BUTTE COUNTY JAIL,256 W GRAND AVE,ARCO,ID,83213,COUNTY,OPEN,-999,BUTTE,16023,USA,-999
10001588,BLAND CORRECTIONAL CENTER,256 BLAND FARM RD,BLAND,VA,24315,STATE,OPEN,642,BLAND,51021,USA,670
10001913,NORTHERN STATE CORRECTIONAL FACILITY,2559 GLEN RD,NEWPORT,VT,5855,STATE,OPEN,414,ORLEANS,50019,USA,433
10006187,F DEWAYNE BEGGS DETENTION CENTER,2550 WEST FRANKLIN ROAD,NORMAN,OK,73069,COUNTY,OPEN,-999,CLEVELAND,40027,USA,540
10000878,MCCAIN VALLEY CONSERVATION CAMP #21,2550 MCCAIN VALLEY ROAD,BOULEVARD,CA,91905,STATE,OPEN,85,SAN DIEGO,6073,USA,100
10005172,CLARE COUNTY CORRECTIONAL FACILITY,255 WEST MAIN STREET,HARRISON,MI,48625,COUNTY,OPEN,163,CLARE,26035,USA,176
10004068,SOUTH CENTRAL CORRECTIONAL CENTER,255 W HWY 32,LICKING,MO,65542,STATE,OPEN,1500,TEXAS,29215,USA,1500
10003770,MCKINLEY COUNTY ADULT DETENTION CENTER,255 SOUTH BOARDMAN DR,GALLUP,NM,87301,COUNTY,OPEN,-999,MCKINLEY,35031,USA,328
10005952,HURON COUNTY JAIL,255 SHADY LANE DR,NORWALK,OH,44857,COUNTY,OPEN,-999,HURON,39077,USA,-999
10002241,YAVAPAI COUNTY DETENTION CENTER - PRESCOTT,255 E GURLEY ST,PRESCOTT,AZ,86301,COUNTY,OPEN,-999,YAVAPAI,4025,USA,-999
10002617,CENTRAL UTAH CORRECTIONAL FACILITY,255 E 300 N ST,GUNNISON,UT,84634,STATE,OPEN,1700,SANPETE,49039,USA,1600
10005635,DUBOIS COUNTY JAIL,255 BRUCKE STRASSE,JASPER,IN,47546,COUNTY,OPEN,77,DUBOIS,18037,USA,98
10004530,BEN HILL COUNTY JAIL,255 APPOMATTOX ROAD,FITZGERALD,GA,31750,COUNTY,OPEN,108,BEN HILL,13017,USA,-999
10000851,CENTRAL VALLEY MODIFIED COMMUNITY CORRECTIONAL FACILITY,254 TAYLOR AVENUE,MCFARLAND,CA,93250,STATE,OPEN,-999,KERN,6029,USA,700
10002104,ATLANTA CITY DETENTION CENTER,254 PEACHTREE ST SW,ATLANTA,GA,30303,LOCAL,OPEN,502,FULTON,13121,USA,1300
10005399,HICKORY COUNTY JAIL / SHERIFF,254 E DALLAS STREET,HERMITAGE,MO,65668,COUNTY,OPEN,-999,HICKORY,29085,USA,20
10003912,KENNESAW POLICE DEPARTMENT,2539 J O STEPHENSON AVE.,KENNESAW,GA,30144,LOCAL,OPEN,-999,COBB,13067,USA,-999
10001507,BRONX COMMUNITY RE-ENTRY CENTER,2534 CRESTON AVE,BRONX,NY,10468,FEDERAL,OPEN,-999,BRONX,36005,USA,196
10003318,VIRGINIA BEACH JUVENILE DETENTION CENTER,2533 GEORGE MASON DR,VIRGINIA BEACH,VA,23456,LOCAL,OPEN,54,VIRGINIA BEACH,51810,USA,90
10006932,CAPE GIRARDEAU MUNICIPAL JAIL,2530 MARIA LOUISE LANE,CAPE GIRARDEAU,MO,63701,LOCAL,OPEN,-999,CAPE GIRARDEAU,29031,USA,20
10004975,LEE COUNTY JAIL,2530 255TH STREET,MONTROSE,IA,52639,COUNTY,OPEN,-999,LEE,19111,USA,67
10001136,MARLBORO COUNTY DETENTION CENTER,253 THROOP ST,BENNETTSVILLE,SC,29512,COUNTY,OPEN,-999,MARLBORO,45069,USA,-999
10002851,VAL VERDE CORRECTIONAL FACILITY,253 FM 2523 HAMILTON LANE,DEL RIO,TX,78840,MULTI,OPEN,116,VAL VERDE,48465,USA,1407
10004974,SOUTH IOWA AREA DETENTION SERVICE AGENCY,2528 255TH STREET,MONTROSE,IA,52639,COUNTY,OPEN,12,LEE,19111,USA,21
10003894,FLOYD COUNTY JAIL,2526 NEW CALHOUN HIGHWAY,ROME,GA,30161,COUNTY,OPEN,716,FLOYD,13115,USA,828
10006773,LAFOURCHE PARISH JUVENILE JUSTICE FACILITY,2525 VETERANS BOULEVARD,THIBODAUX,LA,70302,COUNTY,OPEN,-999,LAFOURCHE,22057,USA,11
10000528,SW FLORIDA REGIONAL JUVENILE DETENTION CENTER,2525 ORTIZ AVE,FORT MYERS,FL,33905,STATE,OPEN,54,LEE,12071,USA,60
10006078,SCOTTS BLUFF COUNTY DETENTION CENTER,2522 7TH STREET,GERING,NE,69341,COUNTY,OPEN,195,SCOTTS BLUFF,31157,USA,176
10003603,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DR,JAMESTOWN,ND,58401,STATE,OPEN,439,STUTSMAN,38093,USA,424
10001716,HARDEMAN COUNTY CORRECTIONAL FACILITY,2520 UNION SPRINGS RD,WHITEVILLE,TN,38075,STATE,OPEN,1981,HARDEMAN,47069,USA,2100
10004527,APPLING INTEGRATED TREATMENT FACILITY,252 WEST PARK DRIVE,BAXLEY,GA,31513,STATE,OPEN,191,APPLING,13001,USA,232
10006653,CANYON HILLS,2519 WINDMILL DRIVE,SPEARFISH,SD,57583,STATE,OPEN,-999,LAWRENCE,46081,USA,-999
10005691,SNAKE RIVER JUVENILE DETENTION CENTER,2515 WRIGHT AVENUE,TWIN FALLS,ID,83301,COUNTY,OPEN,16,TWIN FALLS,16083,USA,27
10001281,GARDNER BETTS JUVENILE JUSTICE CENTER,2515 S CONGRESS AVE,AUSTIN,TX,78704,COUNTY,OPEN,46,TRAVIS,48453,USA,118
10001282,GARDNER-BETTS JUVENILE JUSTICE CENTER,2515 S CONGRESS AVE,AUSTIN,TX,78704,COUNTY,OPEN,64,TRAVIS,48453,USA,120
10000527,FORT MYERS YOUTH ACADEMY,2515 ORTIZ AVE,FORT MYERS,FL,33905,STATE,OPEN,-999,LEE,12071,USA,28
10006977,"BRIGHT HORIZONS OF GRAND RAPIDS, INC.",2515 OLD GOLF COURSE RD,GRAND RAPIDS,MN,55744,STATE,OPEN,8,ITASCA,27061,USA,8
10002000,LINCOLN COUNTY JAIL,251 W OLIVE ST,NEWPORT,OR,97365,COUNTY,OPEN,166,LINCOLN,41041,USA,161
10001539,OXNARD CITY JAIL,251 SOUTH C STREET,OXNARD,CA,93030,LOCAL,OPEN,-999,VENTURA,6111,USA,-999
10006087,POLK COUNTY JAIL,251 NORTH MAIN STREET,OSCEOLA,NE,68651,COUNTY,OPEN,2,POLK,31143,USA,3
10002259,BIG MUDDY RIVER CORRECTIONAL CENTER,251 NORTH ILLINOIS HIGHWAY 37,INA,IL,62846,STATE,OPEN,1179,JEFFERSON,17081,USA,2117
10004835,SALINE COUNTY JAIL,251 NORTH 10TH STREET,SALINA,KS,67401,COUNTY,OPEN,357,SALINE,20169,USA,192
10000566,KIT CARSON COUNTY JAIL,251 16TH STREET,BURLINGTON,CO,80807,COUNTY,OPEN,-999,KIT CARSON,8063,USA,-999
10002127,TROUP COUNTY CORRECTIONAL INSTITUTION,2508 HAMILTON RD,LAGRANGE,GA,30241,COUNTY,OPEN,338,TROUP,13285,USA,372
10006290,EL DORADO CORRECTIONAL FACILITY SE MEDIUM UNIT,2501 WEST 7TH STREET,OSWEGO,KS,67356,STATE,OPEN,259,LABETTE,20099,USA,262
10004059,CASS COUNTY JAIL,2501 W MECHANIC ST,HARRISONVILLE,MO,64701,COUNTY,OPEN,313,CASS,29037,USA,136
10000083,MAXIMUM SECURITY UNIT,2501 STATE FARM RD,TUCKER,AR,72168,STATE,OPEN,643,JEFFERSON,5069,USA,532
10000526,LEE COUNTY CORE / CPU FACILITY,2501 ORTIZ AVE,FORT MYERS,FL,33905,COUNTY,OPEN,1296,LEE,12071,USA,1552
10002389,VIRGINIA BEACH CORRECTIONAL CENTER,2501 JAMES MADISON BLVD,VIRGINIA BEACH,VA,23456,LOCAL,OPEN,1381,VIRGINIA BEACH,51810,USA,800
10001093,HOPE HOUSE,2501 HOLIDAY RD,CORALVILLE,IA,52240,STATE,OPEN,59,JOHNSON,19103,USA,58
10001294,EASTERN OREGON CORRECTIONAL INSTITUTION,2500 WESTGATE DR,PENDLETON,OR,97801,STATE,OPEN,1692,UMATILLA,41059,USA,1682
10000167,TARRANT COUNTY JAIL - GREENBAY,2500 URBAN DR,FORT WORTH,TX,76106,COUNTY,OPEN,726,TARRANT,48439,USA,1100
10003777,LOS ALAMOS POLICE DEPARTMENT DETENTION CENTER,2500 TRINITY DR,LOS ALAMOS,NM,87544,COUNTY,OPEN,20,LOS ALAMOS,35028,USA,32
10006903,ONTARIO CITY JAIL,2500 SOUTH ARCHIBALD AVENUE,ONTARIO,CA,91761,LOCAL,OPEN,-999,SAN BERNARDINO,6071,USA,40
10002795,ECTOR COUNTY DETENTION CENTER,2500 S US HWY 385,ODESSA,TX,79760,COUNTY,OPEN,576,ECTOR,48135,USA,667
10003826,EARNEST C. BROOKS CORRECTIONAL FACILITY,2500 S SHERIDAN DR,MUSKEGON HEIGHTS,MI,49444,STATE,OPEN,1218,MUSKEGON,26121,USA,1246
10003357,GRAFTON CORRECTIONAL INSTITUTION,2500 S AVON BELDEN RD,GRAFTON,OH,44044,STATE,OPEN,1141,LORAIN,39093,USA,1234
10000667,WESTERN ILLINOIS CORRECTIONAL CENTER,2500 RT. 99 SOUTH,MOUNT STERLING,IL,62353,STATE,OPEN,1533,BROWN,17009,USA,2175
10000733,SCI CAMP HILL,2500 LISBURN RD.,CAMP HILL,PA,17001,STATE,OPEN,3484,CUMBERLAND,42041,USA,3272
10002245,ASPC-PHOENIX,2500 E VAN BUREN ST,PHOENIX,AZ,85008,STATE,OPEN,612,MARICOPA,4013,USA,720
10000787,SOLANO COUNTY CLAYBANK DETENTION FACILITY,2500 CLAYBANK ROAD,FAIRFIELD,CA,94533,COUNTY,OPEN,236,SOLANO,6095,USA,419
10003038,STEELE COUNTY DETENTION CENTER,2500 ALEXANDER STREET,OWATONNA,MN,55060,COUNTY,OPEN,108,STEELE,27147,USA,154
10006803,MURRAY COUNTY JAIL,2500 28TH STREET,SLAYTON,MN,56172,COUNTY,OPEN,1,MURRAY,27101,USA,4
10005010,LAURENS CITY JAIL,250 W LAURENS ST,LAURENS,SC,29360,LOCAL,OPEN,-999,LAURENS,45059,USA,-999
10006483,ARCADIA POLICE DEPARTMENT JAIL,250 W HUNTINGTON DRIVE,ARCADIA,CA,91007,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,-999
10003208,TACONIC CORRECTIONAL FACILITY,250 HARRIS RD,BEDFORD HILLS,NY,10507,STATE,OPEN,347,WESTCHESTER,36119,USA,359
10004075,MOREHOUSE PARISH JAIL,250 E WALNUT ST,BASTROP,LA,71220,COUNTY,OPEN,-999,MOREHOUSE,22067,USA,-999
10006729,PIERCE CLEGG WORK RELEASE CENTER,250 E DALTON AVE,DALTON GARDENS,ID,83815,COUNTY,OPEN,-999,KOOTENAI,16055,USA,-999
10006615,FINGER LAKES RESIDENTIAL CENTER,250 AUBURN ROAD,LANSING,NY,14882,STATE,OPEN,37,TOMPKINS,36109,USA,150
10005035,RIVERVIEW PSYCHIATRIC CENTER,250 ARSENAL STREET,AUGUSTA,ME,4330,STATE,OPEN,77,KENNEBEC,23011,USA,92
10001911,UNION COUNTY DETENTION CENTER,250 AMERICAN RD,EL DORADO,AR,71730,COUNTY,OPEN,109,UNION,5139,USA,213
10002059,RAMSEY COUNTY JUVENILE DETENTION CENTER,25 WEST 7TH STREET,SAINT PAUL,MN,55102,COUNTY,OPEN,-999,RAMSEY,27123,USA,44
10001359,MUSKEGON COUNTY JAIL,25 W WALTON AVE,MUSKEGON,MI,49440,COUNTY,OPEN,523,MUSKEGON,26121,USA,370
10003341,ASHTABULA COUNTY JAIL,25 W JEFFERSON ST,JEFFERSON,OH,44047,COUNTY,OPEN,-999,ASHTABULA,39007,USA,152
10003254,ROCKINGHAM-HARRISONBURG REGIONAL JAIL,25 S LIBERTY ST,HARRISONBURG,VA,22801,COUNTY,OPEN,315,HARRISONBURG,51660,USA,312
10004771,PUTNAM COUNTY JUVENILE DETENTION CENTER,25 NORTH WASHINGTON AVENUE,COOKEVILLE,TN,38501,COUNTY,OPEN,-999,PUTNAM,47141,USA,-999
10000054,WESTON COUNTY DETENTION CENTER,25 N SUMNER AVE,NEWCASTLE,WY,82701,COUNTY,OPEN,-999,WESTON,56045,USA,38
10003129,CLINTON COUNTY JAIL,25 MCCARTHY DR,PLATTSBURGH,NY,12901,COUNTY,OPEN,210,CLINTON,36019,USA,300
10006272,PAULDING COUNTY DETENTION CENTER,25 INDUSTRIAL WAY NORTH,DALLAS,GA,30132,COUNTY,OPEN,-999,PAULDING,13223,USA,-999
10005295,MONO COUNTY JAIL,25 EMIGRANT STREET,BRIDGEPORT,CA,93517,COUNTY,OPEN,32,MONO,6051,USA,21
10001530,CALIFORNIA CORRECTIONAL INSTITUTION (CCI),24900 HWY 202,TEHACHAPI,CA,93561,STATE,OPEN,3818,KERN,6029,USA,2783
10000810,PLEASANT VALLEY STATE PRISON(PVSP),24863 WEST JAYNE AVENUE,COALINGA,CA,93210,STATE,OPEN,2860,FRESNO,6019,USA,2308
10005709,DEBACA COUNTY JAIL,248 E AVENUE C,FORT SUMNER,NM,88119,COUNTY,OPEN,-999,DE BACA,35011,USA,-999
10002290,BEDFORD HILLS CORRECTIONAL FACILITY,247 HARRIS RD,BEDFORD HILLS,NY,10507,STATE,OPEN,823,WESTCHESTER,36119,USA,972
10004190,JOHNSTON CORRECTIONAL INSTITUTION,2465 US 70 W,SMITHFIELD,NC,27577,STATE,OPEN,640,JOHNSTON,37101,USA,612
10004664,HULSE JUVENILE DETENTION CENTER,24647 NORTH MILWAUKEE AVENUE,VERNON HILLS,IL,60061,COUNTY,OPEN,-999,LAKE,17097,USA,-999
10002246,MARICOPA REENTRY CENTER,24601 N 29TH AVE,PHOENIX,AZ,85027,STATE,OPEN,62,MARICOPA,4013,USA,-999
10004240,WINSTON-CHOCTAW COUNTY REG CORRECTIONAL FACILITY,"2460 STATE HWY 25 N, P.O. DRAWER 1437",LOUISVILLE,MS,39339,COUNTY,OPEN,270,WINSTON,28159,USA,280
10003410,FRANKLIN COUNTY CORRECTION CENTER II,2460 JACKSON PIKE,COLUMBUS,OH,43223,COUNTY,OPEN,1512,FRANKLIN,39049,USA,1675
10006105,KEARNEY COUNTY JAIL,246 N COLORADO AVE,MINDEN,NE,68959,COUNTY,OPEN,3,KEARNEY,31099,USA,6
10003733,MACON COUNTY DETENTION FACILITY,246 COUNTY ROAD 10 MAJOR BERNICE AUSTIN DR,TUSKEGEE,AL,36083,COUNTY,OPEN,-999,MACON,1087,USA,-999
10006531,DEPARTMENT OF STATE HOSPITALS - COALINGA,24511 WEST JAYNE AVENUE,COALINGA,CA,93210,STATE,OPEN,50,FRESNO,6019,USA,1286
10006752,MARION COUNTY JUVENILE DETENTION CENTER,2451 N. KEYSTONE AVE,INDIANAPOLIS,IN,46218,COUNTY,OPEN,90,MARION,18097,USA,96
10006711,SOLANO COUNTY STANTON CORRECTIONAL FACILITY,2450 CLAYBANK ROAD,FAIRFIELD,CA,94533,COUNTY,OPEN,272,SOLANO,6095,USA,-999
10005380,NEW HAVEN CORRECTIONAL CENTER,245 WHALLEY AVE,NEW HAVEN,CT,6511,STATE,OPEN,684,NEW HAVEN,9009,USA,-999
10001869,OTTUMWA RESIDENTIAL FACILITY,245 OSAGE DR,OTTUMWA,IA,52501,STATE,OPEN,73,WAPELLO,19179,USA,76
10004727,WASHINGTON COUNTY JAIL,245 NORTH KASKASKIA STREET,NASHVILLE,IL,62263,COUNTY,OPEN,-999,WASHINGTON,17189,USA,25
10001015,TURNEY CENTER INDUSTRIAL COMPLEX - ANNEX,245 CARROLL RD,CLIFTON,TN,38425,STATE,OPEN,365,WAYNE,47181,USA,400
10001298,COFFEE CREEK CORRECTIONAL FACILITY,24499 SW GRAHAMS FERRY RD,WILSONVILLE,OR,97070,STATE,OPEN,1287,WASHINGTON,41067,USA,1685
10001594,SUSSEX II STATE PRISON,24427 MUSSELWHITE DR,WAVERLY,VA,23891,STATE,OPEN,1258,SUSSEX,51183,USA,1302
10001593,SUSSEX I STATE PRISON,24414 MUSSELWHITE DR,WAVERLY,VA,23891,STATE,OPEN,1131,SUSSEX,51183,USA,1227
10003979,YUMA COUNTY JUVENILE JUSTICE CENTER,2440 WEST 28TH STREET,YUMA,AZ,85364,COUNTY,OPEN,-999,YUMA,4027,USA,-999
10003483,CANYONLANDS YOUTH HOME,244 W OLD RUIN RD,BLANDING,UT,84511,STATE,OPEN,3,SAN JUAN,49037,USA,16
10003328,SOUTHSIDE REGIONAL JAIL,244 URIAH BRANCH WAY,EMPORIA,VA,23847,COUNTY,OPEN,130,GREENSVILLE,51081,USA,100
10004166,DURHAM COUNTY YOUTH HOME,2432 BROAD ST,DURHAM,NC,27704,COUNTY,OPEN,-999,DURHAM,37063,USA,14
10005595,AMITE COUNTY JAIL,243 SOUTH BROAD STREET,LIBERTY,MS,39645,COUNTY,OPEN,-999,AMITE,28005,USA,-999
10001797,HOKE CORRECTIONAL INSTITUTION,243 OLD HWY 211,RAEFORD,NC,28376,STATE,OPEN,502,HOKE,37093,USA,502
10003390,WESTERN OHIO REGIONAL TREATMENT & REHABILITATION CENTER / WORTH CENTER,243 E BLUELICK RD,LIMA,OH,45802,STATE,OPEN,94,ALLEN,39003,USA,98
10001678,FDC SEATAC,2425 S 200TH ST,SEATTLE,WA,98198,FEDERAL,OPEN,703,KING,53033,USA,807
10005771,BAY PINES CENTER,2425 NORTH 30TH STREET,ESCANABA,MI,49829,STATE,OPEN,-999,DELTA,26041,USA,45
10000150,MOBILE COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,2423 N BELTLINE HWY,PRITCHARD,AL,36610,STATE,OPEN,192,MOBILE,1097,USA,254
10000537,PAUL REIN DETENTION FACILITY,2421 NW 16TH ST,POMPANO BEACH,FL,33069,COUNTY,OPEN,882,BROWARD,12011,USA,1020
10005607,JASPER COUNTY COMMUNITY CORRECTIONS,2420 WEST CLARK STREET,RENSSELAER,IN,47978,COUNTY,OPEN,-999,JASPER,18073,USA,-999
10003645,BOYD REGIONAL JUVENILE DETENTION CENTER,2420 ROBERTS DR,ASHLAND,KY,41102,STATE,OPEN,18,BOYD,21019,USA,36
10002317,YOLO COUNTY MONROE DETENTION CENTER,2420 EAST GIBSON ROAD,WOODLAND,CA,95776,COUNTY,OPEN,291,YOLO,6113,USA,-999
10002318,WALTER J LEINBERGER MEMORIAL CENTER,2420 EAST GIBSON ROAD,WOODLAND,CA,95776,COUNTY,OPEN,114,YOLO,6113,USA,-999
10003696,LAWRENCE COUNTY JAIL,242 PARKER ROAD,MOULTON,AL,35650,COUNTY,OPEN,-999,LAWRENCE,1079,USA,-999
10002121,CLAYTON TRANSITIONAL CENTER,242 FALCON DR,FOREST PARK,GA,30297,STATE,OPEN,379,CLAYTON,13063,USA,351
10006334,BARTOW YOUTH ACADEMY,2415 BOB PHILLIPS ROAD,BARTOW,FL,33830,STATE,OPEN,22,POLK,12105,USA,28
10006651,BLACK HILLS CHILDREN'S HOME SOCIETY,24100 S. ROCKERVILLE RD,RAPID CITY,SD,57702,STATE,OPEN,-999,PENNINGTON,46103,USA,-999
10005233,ALLEGHENY COUNTY TREATMENT ALTERNATIVES (ACTA),2410 FIFTH AVENUE,PITTSBURGH,PA,15213,COUNTY,OPEN,-999,ALLEGHENY,42003,USA,50
10004295,CLINTON COUNTY JAIL,241 7TH AVENUE NORTH,CLINTON,IA,52732,COUNTY,OPEN,-999,CLINTON,19045,USA,-999
10004040,POPLAR HILL PRE-RELEASE UNIT,24090 NANTICOKE RD,QUANTICO,MD,21856,STATE,OPEN,194,WICOMICO,24045,USA,192
10001052,CAMP SUMMIT BOOT CAMP,2407 N 500 W,LA PORTE,IN,46350,STATE,OPEN,40,LAPORTE,18091,USA,94
10006863,BELL COUNTY LOOP JAIL,2405 S. LOOP 121,BELTON,TX,76513,COUNTY,OPEN,-999,BELL,48027,USA,-999
10002194,LARIMER COUNTY JAIL,2405 MIDPOINT DRIVE,FORT COLLINS,CO,80525,COUNTY,OPEN,557,LARIMER,8069,USA,617
10001408,MCI - CEDAR JUNCTION,2405 MAIN ST,SOUTH WALPOLE,MA,2071,STATE,OPEN,711,NORFOLK,25021,USA,646
10002336,TULARE COUNTY JAIL / SHERIFF,2404 WEST BURREL AVENUE,VISALIA,CA,93291,COUNTY,OPEN,269,TULARE,6107,USA,264
10002392,WESTERN TIDEWATER REGIONAL JAIL,2402 GODWIN BLVD,SUFFOLK,VA,23434,COUNTY,OPEN,614,SUFFOLK,51800,USA,1070
